symbol,cik
RAIL.US,1320854
SRZN.US,1824893
GLSI.US,1799788
SHMD.US,1987240
SPOK.US,1289945
SMRT.US,1837014
PMA.US,1956166
REA.US,2095743
RGCO.US,1069533
ONCH.US,2054272
UTMD.US,706698
FOTB.US,1099668
SND.US,1529628
OVBC.US,894671
GLDG.US,1538847
DEFT.US,1888274
OSUR.US,1116463
QMLS.US,2084026
KISB.US,803742
AMWL.US,1393584
RICK.US,935419
KROS.US,1664710
OSG.US,874501
PNPNF.US,855950
HITI.US,1847409
RDNW.US,1596961
LODE.US,1120970
PTHRF.US,1621910
TSKFF.US,1803800
SLGL.US,1684693
SIGA.US,1010086
HQI.US,1140102
KLTR.US,1432133
TETOF.US,1783432
PTAC.US,2099095
SABA.US,828803
VUZI.US,1463972
PFSTY.US,2120422
FUFU.US,1921158
PROF.US,1628808
MAMK.US,2008007
GSHR.US,2044635
WEWA.US,1616156
EU.US,1500881
NEOV.US,1748137
BGIN.US,1945565
AESP.US,2082526
PLX.US,1006281
ESOA.US,1357971
EGHA.US,2052547
MFM.US,801961
RVLGF.US,1616885
CCAQ.US,2041047
MSLE.US,1421642
CZWI.US,1367859
IDAC.US,2090441
ENHA.US,1956439
CFSU.US,1621888
HAVA.US,2042460
IPHA.US,1598599
CTAA.US,2094073
DPRO.US,1786286
TDAC.US,1926599
IIF.US,916618
PALO.US,2101562
TPVG.US,1580345
CMTG.US,1666291
CMT.US,1026655
PEPG.US,1835597
OAKC.US,1588871
FCAP.US,1070296
CHCI.US,1299969
ANTX.US,1880438
MITT.US,1514281
ABOS.US,1576885
SRI.US,1043337
CHRS.US,1512762
NKTX.US,1787400
MPAA.US,918251
TVIV.US,2096755
MINE.US,1823255
CPSS.US,889609
DERM.US,1867066
NERV.US,1598646
EVI.US,65312
DCX.US,1957413
KRRO.US,1703647
AMPY.US,1533924
GARLF.US,1725569
TBXXF.US,1785476
AOMR.US,1766478
BNC.US,1482541
BANX.US,1578987
SIDU.US,1879726
KTWO.US,2086524
CUE.US,1645460
AIIO.US,1932737
TNXP.US,1430306
XPOF.US,1802156
PSRHF.US,1991413
RBKB.US,1751783
GSIT.US,1126741
SES.US,1819142
BEBE.US,2079933
PDEX.US,788920
FIGX.US,2059033
GGT.US,921671
RVII.US,2131040
CSBB.US,880417
GDEV.US,1848739
EDRY.US,1731388
APMC.US,2101393
DHX.US,1393883
SGC.US,95574
ETSS.US,2085932
QUIK.US,882508
EXFY.US,1476840
LARK.US,1141688
ARMP.US,921114
MIAC.US,2136530
LFAC.US,2084563
ETX.US,1563696
AIIA.US,2073553
LCUT.US,874396
AOUT.US,1808997
DTIL.US,1357874
SPMC.US,1930147
VYGR.US,1640266
CEPL.US,1009759
LOVE.US,1701758
ALTG.US,1759824
PERF.US,1899830
NPV.US,897421
VACI.US,2080023
PED.US,1141197
TAYD.US,96536
NMRA.US,1885522
ORMP.US,1176309
OZ.US,1807046
BDCO.US,793306
IDE.US,1417802
TYFG.US,1725262
SUGRF.US,1996493
OMSE.US,2012219
ORGO.US,1661181
BID.US,2094919
BMBN.US,804563
BRCB.US,2068577
FLWS.US,1084869
CXDO.US,1075736
ANGI.US,1705110
CRNT.US,1119769
XYF.US,1725033
GAMG.US,55234
ACOG.US,1655923
CBFV.US,1605301
PLG.US,1095052
EPSN.US,1726126
FOCL.US,1041934
TOYO.US,1985273
HNVR.US,1828588
HWAIF.US,1999124
AMFN.US,96664
FNWD.US,919864
NEN.US,746514
DMB.US,1565381
FINW.US,1856365
USBC.US,1074828
SSTK.US,1549346
NUCL.US,2089283
RLEA.US,1893657
PHCI.US,1620749
NBP.US,1778016
SRGXF.US,1644540
AERG.US,879911
EXOD.US,1821534
GF.US,858706
OPP.US,1678130
CPKF.US,847538
MPV.US,831655
WIA.US,1254370
AXREF.US,1175596
ECBK.US,1914605
ICTSF.US,1010134
CIA.US,24090
SKYX.US,1598981
VLN.US,1863006
MNSB.US,1693577
ZHJD.US,1794276
ONEW.US,1772921
MRT.US,1852767
EBMT.US,1478454
DOMO.US,1505952
PAAC.US,2087446
ARCL.US,2073515
WHG.US,1165002
JELD.US,1674335
DLTH.US,1649744
SBFG.US,767405
JRVR.US,1620459
GCTS.US,1851961
UTGN.US,832480
NRO.US,1261166
AGMRF.US,2022059
GPAT.US,1834526
FLYX.US,1843973
CHEC.US,2047177
BYND.US,1655210
AGXPF.US,1482436
BWIV.US,2082847
UIS.US,746838
GLATF.US,1716410
FTHA.US,2097986
BVFL.US,1302387
RNA.US,2093101
CNTN.US,1861657
STLRF.US,1979408
EAF.US,931148
EDF.US,1501103
PONO.US,2108164
USDE.US,2080215
AIRS.US,1870940
SSVFF.US,1397616
XGN.US,1274737
UTKN.US,1919182
MRDN.US,1437925
LAWR.US,2007599
NXPGY.US,1455632
HGLB.US,1622148
APGOF.US,1811931
KTGDF.US,1583962
ECF.US,793040
TAVI.US,2020385
EHI.US,1228509
ENBP.US,1437479
SCTSF.US,1790538
FLC.US,1245648
NPWR.US,1845437
SAFX.US,2019793
MRUWY.US,2093667
DVLT.US,1682149
MDWD.US,1593984
AP.US,6176
DFDV.US,1805526
WALD.US,1840199
SEVN.US,1452477
DHF.US,1057861
WYHG.US,1999860
TONX.US,1566610
LEE.US,58361
RDCM.US,1016838
NMP.US,2054876
VBF.US,5094
SNNGF.US,1384831
HTLM.US,2023153
VNJA.US,1532383
QSI.US,1816431
SLBK.US,1657642
EMYB.US,1449794
ZSQR.US,1759186
ATOM.US,1420520
EARN.US,1560672
SAGU.US,2083452
EMIS.US,2075816
NLOP.US,1952976
FIRY.US,1801661
QRED.US,2085177
MOLN.US,1745114
FREVS.US,36840
CAAS.US,2037400
LKSP.US,2043508
WENC.US,2104260
GLED.US,2091484
GCUMF.US,1514860
LAFA.US,2079106
OTLK.US,1649989
SPEG.US,2028735
CRBP.US,1595097
NIU.US,1744781
CDXS.US,1200375
FMAC.US,2099232
BZUN.US,1625414
CURI.US,1776909
STLE.US,779227
WPAC.US,2081536
HUMA.US,1818382
NYXH.US,1857190
SPRB.US,1683553
XHG.US,1769256
PNI.US,1170311
LFCR.US,1005286
OCAC.US,1926314
BCBP.US,1228454
DOUG.US,1878897
LANV.US,1922097
BHLL.US,1407583
BEOB.US,1480170
TGMPF.US,2025947
IMUX.US,1280776
TONT.US,1897463
WRIV.US,1328409
FPRGF.US,1555980
GNT.US,1438893
STEX.US,1530766
ZJYL.US,1837821
INAC.US,2063816
WPGCF.US,1404353
DAVA.US,1656081
BSET.US,10329
MENS.US,1954488
CEPS.US,2089536
WHF.US,1552198
BMN.US,1832871
LUCD.US,1799011
YCY.US,2075336
TCGX.US,2137965
OGI.US,1620737
GRO.US,1472326
AURFF.US,1864597
SITC.US,894315
GHI.US,1059142
CTW.US,2047148
PIM.US,830622
TUSK.US,1679268
ELME.US,104894
RRGB.US,1171759
APUR.US,2093524
VTN.US,883265
EML.US,31107
AMTX.US,738214
GLAI.US,1473490
LSBK.US,2059653
ALPX.US,2125551
INTT.US,1036262
NINE.US,1532286
SPE.US,897802
NRXP.US,1719406
SWVL.US,1875609
TRAD.US,2085485
WW.US,105319
LFMD.US,948320
MHF.US,830487
NAKA.US,1946573
ONL.US,1873923
NCO.US,2116230
UNCY.US,1766140
TRAK.US,50471
BRLT.US,1866757
OCLT.US,2137679
OXSQ.US,1259429
KRMD.US,704440
MSD.US,904112
MYX.US,2080087
TNYA.US,1858848
SHIM.US,1887944
BMHL.US,2027815
ZJK.US,1941506
HURC.US,315374
XFLH.US,2088103
PFD.US,868578
DIBS.US,1600641
LENZ.US,1815776
NSAI.US,2133719
SRBK.US,1951276
FMBM.US,740806
PLUN.US,2065661
GRX.US,1391437
INGN.US,1294133
DOYU.US,1762417
BHAV.US,2097288
SDCO.US,1331421
SMNR.US,1913577
ANNA.US,1845123
CLPR.US,1649096
CCNB.US,1437213
RFAM.US,2091712
EGAN.US,1066194
CRBU.US,1619856
UP.US,1819516
UAC.US,2098669
BCV.US,9521
DLNG.US,1578453
EQ.US,1746466
TLYS.US,1524025
BHR.US,1574085
RGP.US,1084765
SCPQ.US,2083143
ADCT.US,1771910
PAL.US,1998768
COOK.US,1857853
OWLT.US,1816708
PLBY.US,1803914
IMDX.US,1642380
OPRX.US,1448431
ZENA.US,1997403
BGX.US,1504234
MED.US,910329
CLAR.US,913277
ZPTA.US,1843714
HSDT.US,1610853
HEQ.US,1496749
MPA.US,891038
LMRXF.US,1001500
ACNT.US,95953
HOFT.US,1077688
EPM.US,1006655
HYNE.US,2073153
UMEW.US,1114936
LGCL.US,1954694
FTCO.US,1828377
BNR.US,1792267
HURA.US,1498382
VECA.US,2081690
FGBI.US,1408534
SPAUF.US,1337090
XHLD.US,2030954
BOOM.US,34067
VLTLF.US,1872061
INSE.US,1615063
HCAT.US,1636422
LX.US,1708259
SMID.US,924719
JLHL.US,2007846
INO.US,1055726
STXS.US,1289340
HYI.US,1497186
NAUT.US,1808805
KVHI.US,1007587
VIVO.US,1681348
AGPU.US,1446159
CGO.US,1285650
HDRN.US,2023730
CVGI.US,1290900
LGCY.US,1836754
ENGS.US,1971828
OKUR.US,1637715
FWAC.US,2116105
VTVT.US,1641489
KZIA.US,1075880
FXAC.US,2121703
OCC.US,1000230
EWAV.US,2100704
BOTJ.US,1275101
KGFMF.US,1853889
WTF.US,1987363
NICM.US,1526475
MGYR.US,1337068
CNTB.US,1835268
UFI.US,100726
IAF.US,779336
BMEA.US,1840439
HYDTF.US,1958389
MIST.US,1408443
JHS.US,759866
SFBC.US,1541119
SANG.US,1753368
PHD.US,1305767
FDCT.US,1722731
AXR.US,6207
TLSA.US,1723069
ELRE.US,1438461
MXCT.US,1287098
PMN.US,1374339
BRCC.US,1891101
CABO.US,1632127
CBUS.US,1705843
FKYS.US,737875
BSCL.US,1109262
ENGN.US,1980845
TCX.US,909494
RFL.US,1713863
CHAR.US,2024459
APYX.US,719135
PLCI.US,2122392
QTRX.US,1503274
RMMZ.US,1870833
AKA.US,1865107
RANI.US,1856725
TISI.US,318833
DRTTF.US,1340476
OESX.US,1409375
HCHL.US,2046656
PGAC.US,2030829
BRKH.US,2098707
VXRT.US,72444
QUMS.US,2070900
PNBK.US,1098146
CRCUF.US,868822
CNXU.US,2066836
UNB.US,706863
LGCXF.US,1921582
MCN.US,1289868
TNYZF.US,1836775
BSBK.US,1787414
PROV.US,1010470
WSBK.US,2047235
OPHC.US,1288855
JUSH.US,1909747
BEEP.US,1847874
CITR.US,894556
DMRC.US,2119322
USGO.US,1947244
GNLX.US,1231457
PLMK.US,2030482
UNIB.US,811211
FLX.US,1858724
GOAI.US,1983736
GLU.US,1282957
STHO.US,1953366
CODA.US,1334325
PFBX.US,770460
VANI.US,1266806
DMO.US,1478102
RYDE.US,1971115
NWPP.US,1163389
FTZFF.US,1819258
BDTX.US,1701541
QUCY.US,1874252
NIM.US,890119
SIEB.US,65596
CSTE.US,1504379
PAI.US,75398
DH.US,1861795
JYNT.US,1612630
FURY.US,1514597
TJGC.US,1969928
RSKIA.US,84112
HOVR.US,1930021
AARD.US,1774857
RFIL.US,740664
BYFC.US,1001171
LPA.US,1997711
GRUSF.US,1463000
FJET.US,1947016
ORRCF.US,1390352
PTBS.US,925173
KULR.US,1662684
MX.US,1325702
GETY.US,1898496
GGOXF.US,877019
CHMI.US,1571776
SEER.US,1726445
BGM.US,1779578
PBHC.US,1609065
QSEA.US,2047455
RTB.US,1419275
GHG.US,1724755
NIPG.US,1966233
WYY.US,1034760
RACD.US,2137777
JXG.US,1546383
RVSB.US,1041368
IPEX.US,2028355
HUHU.US,1945415
CHPG.US,2024460
SBI.US,882300
DWSN.US,799165
PYPD.US,1611842
WRAP.US,1702924
AMPG.US,1518461
CBKM.US,1006830
COYA.US,1835022
AAWH.US,1756390
PCF.US,810943
VERI.US,1615165
RACC.US,2118032
EP.US,887396
TP.US,2104296
GUTS.US,1572616
CIGL.US,2001794
AMAN.US,2112457
CSTAF.US,1834032
HERE.US,1932770
NZAUF.US,1925511
PUSA.US,2009312
FNWB.US,1556727
ARBE.US,1861841
SLNG.US,1043186
SPKL.US,1884046
PLYX.US,2075320
HFUS.US,1482554
AMBR.US,1697818
TRBG.US,2088375
AEYE.US,1362190
MRAI.US,1844392
UWHR.US,898171
KEQU.US,55529
ACRG.US,773717
TDTH.US,1983550
PGP.US,1318025
LAKE.US,798081
PARK.US,2069604
MBOT.US,883975
SUNS.US,2012706
NHFLF.US,1075822
RDZN.US,1868640
VENU.US,1770501
JTTT.US,2145659
BHM.US,1903382
BUDA.US,2079720
MDIA.US,1784254
WNDW.US,1071840
CTOR.US,1851484
ACR.US,1332551
ARQ.US,1515156
VATE.US,1006837
THMG.US,711034
VIRC.US,751365
RNGE.US,1438943
FDSB.US,2012726
RPT.US,1614806
SIREF.US,1577783
XTRAF.US,1684505
RGT.US,1514490
FLNT.US,1460329
LUD.US,1984124
ANIX.US,715446
JATT.US,2112446
ATRA.US,1604464
CWGL.US,1562151
TSQ.US,1499832
HYSR.US,1481028
ONCY.US,1129928
CPIX.US,1087294
LINK.US,828146
BWEN.US,1120370
IAE.US,1385632
CMCM.US,1597835
PCLA.US,2018462
VCUFF.US,1884122
LNSR.US,1320350
NXAT.US,2000756
NFE.US,1749723
CGTX.US,1455365
ATVK.US,1530185
BCRD.US,1496690
LCCC.US,2049248
SPAI.US,2011208
ULBI.US,875657
INVZ.US,1835654
ATLX.US,1540684
CRDF.US,1213037
IGI.US,1462586
RMI.US,1746967
CWBHF.US,1750155
HFFG.US,1680873
LSE.US,1985139
GCV.US,845611
TGEN.US,1537435
ATGL.US,1967621
JLS.US,1472215
SEV.US,1786471
DTI.US,1884516
AUBN.US,750574
NTHI.US,1979414
YDDL.US,2034723
FUSB.US,717806
VHUB.US,1972234
GRWG.US,1604868
HLP.US,1855557
GDL.US,1378701
SKIN.US,1818093
KBLB.US,1413119
ZVIA.US,1854139
TUNGF.US,2049560
EVTL.US,1867102
EDVR.US,1917599
ACET.US,1720580
MMTX.US,2077033
UBCP.US,731653
BYNO.US,1801417
EVF.US,1070732
RLYB.US,1739410
ANTA.US,2044255
ORIQ.US,2044523
BZFD.US,1828972
MHH.US,1437226
MNOV.US,1226616
ECOR.US,1560258
SLQT.US,1794783
MNTS.US,1781162
VRA.US,1495320
LQMT.US,1141240
SDHC.US,1982518
BARK.US,1819574
GIBO.US,2034520
ICCC.US,811641
BCIC.US,1372807
XTGRF.US,1288770
NUVR.US,71557
CNDA.US,1851959
CYCU.US,1868419
LGL.US,61004
ISPR.US,1948455
PFX.US,1490349
CBAT.US,2086841
ALIS.US,2026767
KSBI.US,912764
VIOT.US,1742770
CCLD.US,1582982
RVRC.US,1839140
BDCTF.US,1576159
MCAH.US,2109876
FTLF.US,1374328
FBSI.US,912967
SRL.US,16859
BYRN.US,1354866
EMPD.US,1829794
MMLP.US,1176334
NOBH.US,72205
RFM.US,1790177
ASRV.US,707605
MWC.US,2083526
FBIO.US,1429260
PECE.US,2088626
ACRV.US,1781174
VRCA.US,1660334
NRT.US,72633
ROC.US,2077709
JUVF.US,714712
HYPR.US,1833769
HMR.US,2029471
UYSC.US,2036973
ZSTK.US,1790169
ALDX.US,1341235
NDLS.US,1275158
GECC.US,1675033
CPBI.US,1979332
FMN.US,1199004
APAC.US,2043630
INTG.US,69422
CHGG.US,1364954
AZI.US,1959726
BHIC.US,1784440
PTHS.US,1919246
BSAA.US,2051587
WSTN.US,2076192
CPHC.US,1672909
ACH.US,75252
BSIN.US,101594
AIRT.US,353184
NEXM.US,795800
VGI.US,1528811
BZAI.US,1871638
HNNA.US,1145255
GCL.US,2002045
ALYAF.US,1734520
AZASF.US,1701599
FSEA.US,1943802
MAYS.US,54187
NTRB.US,1676047
DTF.US,879535
DTCX.US,1853825
WBX.US,1866501
KLRS.US,1754068
AEC.US,1519469
CSPI.US,356037
LUNG.US,1127537
IPWR.US,1507957
TELO.US,1971532
LNZA.US,1843724
EGG.US,1982961
AFCG.US,1822523
TGLO.US,1066684
FATN.US,1993400
THRY.US,1556739
SSEA.US,2059165
RNXT.US,1574094
INV.US,2001557
ZOMDF.US,1684144
RENEF.US,1889112
PMVP.US,1699382
RENT.US,1468327
HFBL.US,1500375
BLNK.US,1429764
GLBS.US,1499780
PRTS.US,1378950
AWLRF.US,1727254
SERA.US,1534969
CPSH.US,814676
MAIA.US,1878313
INCR.US,1857030
OSTX.US,1795091
TYGO.US,1855447
VMXXF.US,1594856
SAMG.US,1549966
PYYX.US,939930
IBIO.US,1420720
FVN.US,2010653
VMCAF.US,1892747
WTG.US,2053927
JOCM.US,1907425
BSEM.US,1658678
OCCI.US,1716951
JFIN.US,1743102
MGTE.US,1965052
IMTCF.US,1288268
PODC.US,1940177
SWZ.US,813623
GANX.US,1819411
LFVN.US,849146
CANG.US,1725123
BATL.US,1282648
ISRLF.US,1915328
VISK.US,727510
GDHG.US,1928340
WKEY.US,1738699
UPXI.US,1775194
NAMM.US,2026514
NBRG.US,1918414
NTIC.US,875582
SUIG.US,1425355
NORD.US,1011060
HANNF.US,1123267
CVRX.US,1235912
RTGN.US,1836295
EEA.US,791718
IOR.US,949961
BPAC.US,2064177
AEAE.US,1852016
GLV.US,1288795
REDW.US,942895
IEHC.US,50292
LEAT.US,1456189
MB.US,2027265
SSTI.US,1351636
ZYBT.US,1975641
SCOR.US,1158172
AMCI.US,1937891
AUC.US,1755058
SRLZF.US,861972
NSTS.US,1881592
ATHE.US,1131343
SGLD.US,1467093
NVX.US,1859795
SYHBF.US,1541190
FLL.US,891482
OZVN.US,1751707
ZONE.US,1956741
LCGMF.US,1339688
ETS.US,2053641
OKYO.US,1849296
SODI.US,91668
CING.US,1862150
INSG.US,1022652
CLST.US,1849867
AMTD.US,1769731
BLNC.US,1632121
FSI.US,1069394
WWR.US,839470
PLRX.US,1746473
RANG.US,2035644
SOTK.US,806172
DWNX.US,927719
RSSS.US,1386301
TREO.US,2041208
YARW.US,1566044
OPXS.US,1397016
TENX.US,34956
AIFC.US,862861
NRXS.US,1933567
CSBR.US,771856
CEV.US,1074692
PXS.US,1640043
ZEPP.US,1720446
NCAUF.US,1627868
LGO.US,1400438
WTHVF.US,1562530
CRT.US,881787
USIO.US,1088034
SPWR.US,1838987
GNSS.US,924383
REVFF.US,1002366
CAST.US,1633369
SOWG.US,1490161
IMAQ.US,1846235
DRIO.US,1533998
AIFU.US,1413855
DMA.US,1523289
YIBO.US,1868395
AIRG.US,1272842
LMED.US,1477960
OAKV.US,1865429
ROLR.US,1947210
AISP.US,1842566
ZKIN.US,1687451
APLM.US,1944885
CVU.US,889348
JRSH.US,1696558
YTRA.US,1516899
RNTX.US,1420565
GEOS.US,1001115
NMS.US,1607997
AASP.US,930245
YARRF.US,2099818
XBIT.US,1626878
ALPS.US,2025774
LONA.US,1620463
NKGFF.US,1839154
BTCS.US,1436229
AVD.US,5981
PEW.US,2051380
SPRO.US,1701108
DXR.US,27367
DWTX.US,1818844
ZTEKF.US,1904501
MDXH.US,1872529
WFCF.US,1360565
ASPS.US,1462418
GEG.US,1831096
HOUR.US,1874875
VNCE.US,1579157
SMOFF.US,1538189
STBI.US,1166362
BOLD.US,1782303
NMAD.US,1335105
TLPH.US,1427925
PMVC.US,1807765
BIYA.US,1944712
GRSD.US,1839799
QDMI.US,1094032
NCTY.US,1296774
PGZ.US,1557523
NPT.US,2014337
VGAS.US,1841425
SRFM.US,1936224
PCM.US,908187
WSHP.US,2048271
WATT.US,1575793
BOF.US,1962481
UEIC.US,101984
SPCB.US,1291855
INMB.US,1711754
REKR.US,1697851
CUAUF.US,1737319
INVE.US,1036044
COE.US,1659494
TTEC.US,1013880
PDCC.US,1998043
LITB.US,1523836
VRDR.US,1506929
SGMOQ.US,1001233
COPR.US,1263364
HYFT.US,1715925
BAER.US,1941536
DFSLY.US,2038919
IH.US,1814423
MOB.US,1898643
UAVS.US,8504
MCHX.US,1224133
STI.US,1881551
EQTRF.US,1635729
PVL.US,1520048
QXL.US,797542
INKT.US,1840229
HIT.US,2019505
FMFG.US,1698022
ICG.US,1895597
CRGO.US,1927719
RPID.US,1380106
TZOO.US,1133311
OM.US,1484612
WNW.US,1787803
FRMM.US,1690080
FEAM.US,1888654
NCEW.US,1968043
AURX.US,1091596
BNAI.US,1838163
POSC.US,844985
LIDR.US,1818644
RPMT.US,1437283
KNDI.US,1720250
HRTX.US,818033
SER.US,1708599
LEEEF.US,1711141
BSPA.US,2094107
SLSN.US,883107
JANL.US,1133062
XLO.US,1840233
ZOOZ.US,1992818
SKYA.US,1737995
MYPS.US,1823878
WAMFF.US,1893899
CAPN.US,2024203
WATR.US,2092314
KANP.US,1230058
QTEX.US,1837493
MDNC.US,1931055
CTM.US,1877939
PLLMF.US,1570505
GENK.US,1891856
MXE.US,863900
NA.US,1872302
EXOZ.US,2010788
SELF.US,1031235
TPCS.US,1328792
NXB.US,2067767
XPL.US,917225
SGA.US,886136
LFS.US,2030277
TGRGF.US,2094900
ODYS.US,1577445
COCH.US,1840877
SCWO.US,933972
SDA.US,1936804
IMA.US,1835579
NNOX.US,1795251
NRRSF.US,1778940
RIBB.US,2035016
ELBM.US,1907184
HYOR.US,1070789
HYPD.US,1682639
AUXXF.US,1725603
EUBG.US,1171326
DLHC.US,785557
APWC.US,1026980
SEAT.US,1856031
SORA.US,2033515
BGSF.US,1474903
CVVUF.US,1023109
TOUR.US,1597095
KVACF.US,1889983
RYOJ.US,2012600
TACT.US,1017303
IBAC.US,1998781
NAAS.US,1712178
PLCE.US,1041859
FTEK.US,846913
BRID.US,14177
ACFN.US,880984
LVO.US,1491419
ELTX.US,1601485
CCIF.US,1517767
JMM.US,838131
ELWT.US,2063863
ITMSF.US,1285170
HAIN.US,910406
KG.US,2055116
RDEXF.US,1856082
IDN.US,1040896
IMMP.US,1506184
WHEN.US,943535
AURE.US,1765850
APT.US,884269
GLND.US,2093507
HCMC.US,844856
CNVS.US,1173204
DOMH.US,12239
ELTK.US,1024672
OFS.US,1487918
GGR.US,1886190
SRTS.US,1494891
QSEP.US,1103795
ELOX.US,1035354
GDSRF.US,1427901
ALCYF.US,1901336
MDAI.US,1833498
PROP.US,1162896
BEWFF.US,1113152
AGIG.US,1156041
TC.US,1743340
ABLV.US,1957489
SOGP.US,1783407
MCRB.US,1609809
MKTW.US,1805651
IZEA.US,1495231
FNUC.US,1769697
PGZFF.US,1566073
STKS.US,1399520
MYO.US,1369290
IBO.US,1834105
TIL.US,1789769
RNLXY.US,1811115
RSF.US,1644771
ESAUF.US,1657800
MVIS.US,65770
CIRC.US,1605888
VRM.US,1580864
BKHA.US,2000775
TCBS.US,1849466
ALSAF.US,1865111
LRDC.US,1442492
PRPO.US,1043961
GRCE.US,1444192
LOMLF.US,1509397
VASO.US,839087
RDI.US,716634
SCYX.US,1178253
DSWL.US,946936
PAAI.US,894871
HGBL.US,849145
NEPH.US,1196298
CULP.US,723603
AZZTF.US,1706404
ANVS.US,1477845
CATO.US,18255
FMY.US,1319183
POCI.US,867840
STEM.US,1758766
HOWL.US,1785530
YHNA.US,2020987
NTWK.US,1039280
GAME.US,1714562
COLA.US,2028201
USPCY.US,1939479
VHC.US,1082324
SPWH.US,1132105
INDO.US,1757840
SFWL.US,1863218
TKRFF.US,1368845
DRYGF.US,2006413
LOAN.US,1080340
TVGN.US,1860871
RYM.US,1800637
RMXI.US,1970743
XTNT.US,1453593
CLNN.US,1822791
SAGGF.US,1727370
STKE.US,1846839
CMTL.US,23197
MREO.US,1719714
KFFB.US,1297341
GPMT.US,1703644
TEAD.US,1454938
PLNH.US,1813452
BTMD.US,1819253
CHUC.US,1134765
GUER.US,1832487
PTLE.US,2016337
SDEV.US,1389545
GROV.US,1841761
AHMA.US,2010959
GFLT.US,1796949
SAIH.US,1847075
QETA.US,1978528
KBSX.US,2014254
LSF.US,1650696
GMHS.US,2000530
SNSC.US,2101240
SACH.US,1682220
MBBC.US,1835385
OMEX.US,798528
MGX.US,1785279
EDSA.US,1540159
ATNM.US,1388320
KCCFF.US,1726906
MATH.US,1682241
WNRS.US,1587603
AEI.US,1750106
HWAUF.US,1817161
SQNS.US,1383395
SYPR.US,864240
THCH.US,1877333
ISTKF.US,1678748
AIOS.US,1603993
TGE.US,2053456
BHST.US,1723464
OP.US,2119416
PXLW.US,1040161
MGLD.US,1005101
ATYR.US,1339970
DGNX.US,2010499
AXIL.US,1718500
ARBK.US,1841675
EHLD.US,2032779
JETMF.US,1846084
VIDA.US,1973062
GNTA.US,1838716
EUDA.US,1847846
PAVM.US,1624326
VERU.US,863894
FGNX.US,1591890
RAVE.US,718332
DTSQ.US,2017950
PHUN.US,1665300
GRF.US,850027
TETEF.US,1900679
TELA.US,1561921
MAMO.US,1952853
ZDGE.US,1667313
MSSAF.US,1882464
CELU.US,1752828
YSXT.US,1993463
MLGO.US,1800392
PLUT.US,1933021
RMCO.US,1843656
FSHP.US,1850059
SPMEF.US,2056030
PSIG.US,1997201
USGDF.US,1726159
BRAG.US,1867834
TLTFF.US,923883
ANPA.US,2031688
NSRX.US,2029039
GLXZ.US,13156
AACG.US,1420529
MLSS.US,855683
NOEM.US,1956648
SCIA.US,830616
RGCCF.US,1918151
TIGCF.US,1387473
SKIL.US,1774675
XTIA.US,1529113
PBMLF.US,1319150
VIPRF.US,1684662
BODI.US,1826889
IXHL.US,1873875
XOS.US,1819493
SLMT.US,1939965
BZDLF.US,1527038
QTI.US,1844505
BGDE.US,1218683
CRVO.US,1053691
AFJK.US,1979005
JG.US,1737339
FTCI.US,1828161
CCG.US,1965473
CREX.US,1356093
SNT.US,1993727
QNTO.US,1391933
STRR.US,1210708
ATHR.US,2026353
MCAG.US,1859035
BETRF.US,1464165
RKHNF.US,1422532
FRFAF.US,1894942
CGDCF.US,1342325
KAZR.US,2031009
FLNA.US,1069530
TOON.US,1355848
STG.US,1723935
DGNOF.US,1790693
YQ.US,1821468
NTIP.US,1065078
HOLO.US,1841209
LITS.US,1262104
AVAT.US,2092446
ACCL.US,2038378
HBIO.US,1123494
NSPR.US,1433607
AERT.US,1853044
MHUBF.US,1869137
PETS.US,1040130
JSDA.US,1083522
FBDT.US,1892704
YOUL.US,2028177
NWGL.US,1948294
SPND.US,867038
CCEL.US,862692
GROW.US,754811
IDXG.US,1054102
BCHT.US,728385
FSP.US,1031316
EAXR.US,832370
MLCI.US,2051820
SCLX.US,1820190
BDMD.US,1982444
KLNG.US,1110607
DXLG.US,813298
PHNMF.US,1720553
MIND.US,926423
IEGCF.US,1537317
PN.US,2001288
VTIX.US,1606242
LFT.US,1547546
PFAI.US,2032755
INIKF.US,1928722
CYDVF.US,1394039
SNWV.US,1417663
WAVE.US,1846715
DCGO.US,1822359
WPRT.US,1370416
ELUT.US,1708527
GPGCF.US,1813241
HRGN.US,1563665
BRIA.US,2000230
COHN.US,1270436
KPTI.US,1503802
PFSB.US,1967656
KOSS.US,56701
FIEE.US,1467761
BLNE.US,1534708
PPSI.US,1449792
VTSI.US,1085243
LASE.US,1807887
NMCPF.US,2003813
XBP.US,1839530
GAIA.US,1089872
CVV.US,766792
MIRA.US,1904286
KDKGF.US,872699
CPHI.US,1106644
VGES.US,1746119
VIP.US,1844971
BMNM.US,1275477
BOSC.US,1005516
MNY.US,1974044
BIOF.US,1549145
WKHS.US,1425287
RMTI.US,1041024
CNF.US,1733868
NCI.US,1916331
CNTX.US,1842952
PRHI.US,1502292
SRXH.US,1471727
NXTC.US,1661059
WSTRF.US,1621906
CNTY.US,911147
KLXE.US,1738827
KSCP.US,1600983
PYRGF.US,1743344
UG.US,101295
HERZ.US,880406
KYNB.US,921299
CCEYF.US,1992604
SPRU.US,1772720
GNS.US,1847806
ALGS.US,1799448
SLND.US,1883814
JFU.US,1619544
